버스_id,출발시간,도착시간,출발정류장,도착정류장,lat_x,lon_x,lat_y,lon_y,type
11,7:27:16,7:32:49,풍무역,고촌역,37.612075,126.732771,37.6004,126.770752,1
11,7:32:49,7:38:44,고촌역,개화역광역환승센터,37.6004,126.770752,37.578385,126.797538,1
11,7:38:44,7:44:16,개화역광역환승센터,롯데몰.김포공항역,37.578385,126.797538,37.56234,126.803093,1
12,7:25,7:26:30,걸포마루공원,걸포북변역.국민연금공단,37.632597,126.7035,37.631468,126.705672,1
12,7:26:30,7:32:16,걸포북변역.국민연금공단,풍무역,37.631468,126.705672,37.612075,126.732771,1
12,7:32:16,7:37:49,풍무역,고촌역,37.612075,126.732771,37.6004,126.770752,1
12,7:37:49,7:43:44,고촌역,개화역광역환승센터,37.6004,126.770752,37.578385,126.797538,1
12,7:43:44,7:49:16,개화역광역환승센터,롯데몰.김포공항역,37.578385,126.797538,37.56234,126.803093,1
13,7:30,7:31:30,걸포마루공원,걸포북변역.국민연금공단,37.632597,126.7035,37.631468,126.705672,1
13,7:31:30,7:37:16,걸포북변역.국민연금공단,풍무역,37.631468,126.705672,37.612075,126.732771,1
13,7:37:16,7:42:49,풍무역,고촌역,37.612075,126.732771,37.6004,126.770752,1
13,7:42:49,7:48:44,고촌역,개화역광역환승센터,37.6004,126.770752,37.578385,126.797538,1
13,7:48:44,7:54:16,개화역광역환승센터,롯데몰.김포공항역,37.578385,126.797538,37.56234,126.803093,1
14,7:35,7:36:30,걸포마루공원,걸포북변역.국민연금공단,37.632597,126.7035,37.631468,126.705672,1
14,7:36:30,7:42:16,걸포북변역.국민연금공단,풍무역,37.631468,126.705672,37.612075,126.732771,1
14,7:42:16,7:47:49,풍무역,고촌역,37.612075,126.732771,37.6004,126.770752,1
14,7:47:49,7:53:44,고촌역,개화역광역환승센터,37.6004,126.770752,37.578385,126.797538,1
14,7:53:44,7:59:16,개화역광역환승센터,롯데몰.김포공항역,37.578385,126.797538,37.56234,126.803093,1
15,7:40,7:41:30,걸포마루공원,걸포북변역.국민연금공단,37.632597,126.7035,37.631468,126.705672,1
