철도_id,출발시간,도착시간,출발정류장,도착정류장
54,09:11:00,09:13:00,걸포북변,사우
54,09:13:00,09:16:00,사우,풍무
54,09:16:00,09:20:00,풍무,고촌
54,09:20:00,09:27:00,고촌,김포공항
55,09:00:00,09:03:00,양촌,구래
55,09:03:00,09:06:00,구래,마산
55,09:06:00,09:10:00,마산,장기
55,09:10:00,09:12:00,장기,운양
55,09:12:00,09:17:00,운양,걸포북변
55,09:17:00,09:19:00,걸포북변,사우
55,09:19:00,09:22:00,사우,풍무
55,09:22:00,09:26:00,풍무,고촌
55,09:26:00,09:33:00,고촌,김포공항
56,09:06:00,09:09:00,양촌,구래
56,09:09:00,09:12:00,구래,마산
56,09:12:00,09:16:00,마산,장기
56,09:16:00,09:18:00,장기,운양
56,09:18:00,09:23:00,운양,걸포북변
56,09:23:00,09:25:00,걸포북변,사우
56,09:25:00,09:28:00,사우,풍무
56,09:28:00,09:32:00,풍무,고촌
56,09:32:00,09:39:00,고촌,김포공항
57,09:12:00,09:15:00,양촌,구래
57,09:15:00,09:18:00,구래,마산
57,09:18:00,09:22:00,마산,장기
57,09:22:00,09:24:00,장기,운양
57,09:24:00,09:29:00,운양,걸포북변
57,09:29:00,09:31:00,걸포북변,사우
57,09:31:00,09:34:00,사우,풍무
57,09:34:00,09:38:00,풍무,고촌
57,09:38:00,09:45:00,고촌,김포공항
58,09:18:00,09:21:00,양촌,구래
58,09:21:00,09:24:00,구래,마산
58,09:24:00,09:28:00,마산,장기
58,09:28:00,09:30:00,장기,운양
58,09:30:00,09:35:00,운양,걸포북변
58,09:35:00,09:37:00,걸포북변,사우
58,09:37:00,09:40:00,사우,풍무
58,09:40:00,09:44:00,풍무,고촌
58,09:44:00,09:51:00,고촌,김포공항
59,09:24:00,09:27:00,양촌,구래
59,09:27:00,09:30:00,구래,마산
59,09:30:00,09:34:00,마산,장기
59,09:34:00,09:36:00,장기,운양
59,09:36:00,09:41:00,운양,걸포북변
59,09:41:00,09:43:00,걸포북변,사우
59,09:43:00,09:46:00,사우,풍무
59,09:46:00,09:50:00,풍무,고촌
59,09:50:00,09:57:00,고촌,김포공항
60,09:30:00,09:33:00,양촌,구래
60,09:33:00,09:36:00,구래,마산
60,09:36:00,09:40:00,마산,장기
60,09:40:00,09:42:00,장기,운양
60,09:42:00,09:47:00,운양,걸포북변
60,09:47:00,09:49:00,걸포북변,사우
60,09:49:00,09:52:00,사우,풍무
60,09:52:00,09:56:00,풍무,고촌
60,09:56:00,10:03:00,고촌,김포공항
61,09:36:00,09:39:00,양촌,구래
61,09:39:00,09:42:00,구래,마산
61,09:42:00,09:46:00,마산,장기
61,09:46:00,09:48:00,장기,운양
61,09:48:00,09:53:00,운양,걸포북변
61,09:53:00,09:55:00,걸포북변,사우
61,09:55:00,09:58:00,사우,풍무
61,09:58:00,10:02:00,풍무,고촌
61,10:02:00,10:09:00,고촌,김포공항
62,09:42:00,09:45:00,양촌,구래
62,09:45:00,09:48:00,구래,마산
62,09:48:00,09:52:00,마산,장기
62,09:52:00,09:54:00,장기,운양
62,09:54:00,09:59:00,운양,걸포북변
62,09:59:00,10:01:00,걸포북변,사우
62,10:01:00,10:04:00,사우,풍무
62,10:04:00,10:08:00,풍무,고촌
62,10:08:00,10:15:00,고촌,김포공항
63,09:48:00,09:51:00,양촌,구래
63,09:51:00,09:54:00,구래,마산
63,09:54:00,09:58:00,마산,장기
63,09:58:00,10:00:00,장기,운양
63,10:00:00,10:05:00,운양,걸포북변
63,10:05:00,10:07:00,걸포북변,사우
63,10:07:00,10:10:00,사우,풍무
63,10:10:00,10:14:00,풍무,고촌
63,10:14:00,10:21:00,고촌,김포공항
64,09:54:00,09:57:00,양촌,구래
64,09:57:00,10:00:00,구래,마산
64,10:00:00,10:04:00,마산,장기
64,10:04:00,10:06:00,장기,운양
64,10:06:00,10:11:00,운양,걸포북변
64,10:11:00,10:13:00,걸포북변,사우
64,10:13:00,10:16:00,사우,풍무
64,10:16:00,10:20:00,풍무,고촌
64,10:20:00,10:27:00,고촌,김포공항
65,10:00:00,10:03:00,양촌,구래
65,10:03:00,10:06:00,구래,마산
65,10:06:00,10:10:00,마산,장기
65,10:10:00,10:12:00,장기,운양
65,10:12:00,10:17:00,운양,걸포북변
65,10:17:00,10:19:00,걸포북변,사우
65,10:19:00,10:22:00,사우,풍무
65,10:22:00,10:26:00,풍무,고촌
65,10:26:00,10:33:00,고촌,김포공항
66,10:06:00,10:09:00,양촌,구래
66,10:09:00,10:12:00,구래,마산
66,10:12:00,10:16:00,마산,장기
66,10:16:00,10:18:00,장기,운양
66,10:18:00,10:23:00,운양,걸포북변
66,10:23:00,10:25:00,걸포북변,사우
66,10:25:00,10:28:00,사우,풍무
66,10:28:00,10:32:00,풍무,고촌
66,10:32:00,10:39:00,고촌,김포공항
67,10:12:00,10:15:00,양촌,구래
67,10:15:00,10:18:00,구래,마산
67,10:18:00,10:22:00,마산,장기
67,10:22:00,10:24:00,장기,운양
67,10:24:00,10:29:00,운양,걸포북변
67,10:29:00,10:31:00,걸포북변,사우
67,10:31:00,10:34:00,사우,풍무
67,10:34:00,10:38:00,풍무,고촌
67,10:38:00,10:45:00,고촌,김포공항
68,10:18:00,10:21:00,양촌,구래
68,10:21:00,10:24:00,구래,마산
68,10:24:00,10:28:00,마산,장기
68,10:28:00,10:30:00,장기,운양
68,10:30:00,10:35:00,운양,걸포북변
68,10:35:00,10:37:00,걸포북변,사우
68,10:37:00,10:40:00,사우,풍무
68,10:40:00,10:44:00,풍무,고촌
68,10:44:00,10:51:00,고촌,김포공항
69,10:24:00,10:27:00,양촌,구래
69,10:27:00,10:30:00,구래,마산
69,10:30:00,10:34:00,마산,장기
69,10:34:00,10:36:00,장기,운양
69,10:36:00,10:41:00,운양,걸포북변
69,10:41:00,10:43:00,걸포북변,사우
69,10:43:00,10:46:00,사우,풍무
69,10:46:00,10:50:00,풍무,고촌
69,10:50:00,10:57:00,고촌,김포공항
70,10:30:00,10:33:00,양촌,구래
70,10:33:00,10:36:00,구래,마산
70,10:36:00,10:40:00,마산,장기
70,10:40:00,10:42:00,장기,운양
70,10:42:00,10:47:00,운양,걸포북변
70,10:47:00,10:49:00,걸포북변,사우
70,10:49:00,10:52:00,사우,풍무
70,10:52:00,10:56:00,풍무,고촌
70,10:56:00,11:03:00,고촌,김포공항
71,10:36:00,10:39:00,양촌,구래
71,10:39:00,10:42:00,구래,마산
71,10:42:00,10:46:00,마산,장기
71,10:46:00,10:48:00,장기,운양
71,10:48:00,10:53:00,운양,걸포북변
71,10:53:00,10:55:00,걸포북변,사우
71,10:55:00,10:58:00,사우,풍무
71,10:58:00,11:02:00,풍무,고촌
71,11:02:00,11:09:00,고촌,김포공항
72,10:42:00,10:45:00,양촌,구래
72,10:45:00,10:48:00,구래,마산
72,10:48:00,10:52:00,마산,장기
72,10:52:00,10:54:00,장기,운양
72,10:54:00,10:59:00,운양,걸포북변
72,10:59:00,11:01:00,걸포북변,사우
72,11:01:00,11:04:00,사우,풍무
72,11:04:00,11:08:00,풍무,고촌
72,11:08:00,11:15:00,고촌,김포공항
73,10:48:00,10:51:00,양촌,구래
73,10:51:00,10:54:00,구래,마산
73,10:54:00,10:58:00,마산,장기
73,10:58:00,11:00:00,장기,운양
73,11:00:00,11:05:00,운양,걸포북변
73,11:05:00,11:07:00,걸포북변,사우
73,11:07:00,11:10:00,사우,풍무
73,11:10:00,11:14:00,풍무,고촌
73,11:14:00,11:21:00,고촌,김포공항
74,10:54:00,10:57:00,양촌,구래
74,10:57:00,11:00:00,구래,마산
74,11:00:00,11:04:00,마산,장기
74,11:04:00,11:06:00,장기,운양
74,11:06:00,11:11:00,운양,걸포북변
74,11:11:00,11:13:00,걸포북변,사우
74,11:13:00,11:16:00,사우,풍무
74,11:16:00,11:20:00,풍무,고촌
74,11:20:00,11:27:00,고촌,김포공항
75,11:00:00,11:03:00,양촌,구래
75,11:03:00,11:06:00,구래,마산
75,11:06:00,11:10:00,마산,장기
75,11:10:00,11:12:00,장기,운양
75,11:12:00,11:16:00,운양,걸포북변
75,11:16:00,11:19:00,걸포북변,사우
75,11:19:00,11:21:00,사우,풍무
75,11:21:00,11:26:00,풍무,고촌
75,11:26:00,11:33:00,고촌,김포공항
76,11:06:00,11:09:00,양촌,구래
76,11:09:00,11:12:00,구래,마산
76,11:12:00,11:16:00,마산,장기
76,11:16:00,11:18:00,장기,운양
76,11:18:00,11:22:00,운양,걸포북변
76,11:22:00,11:25:00,걸포북변,사우
76,11:25:00,11:27:00,사우,풍무
76,11:27:00,11:32:00,풍무,고촌
76,11:32:00,11:39:00,고촌,김포공항
77,11:12:00,11:15:00,양촌,구래
77,11:15:00,11:18:00,구래,마산
77,11:18:00,11:22:00,마산,장기
77,11:22:00,11:24:00,장기,운양
77,11:24:00,11:28:00,운양,걸포북변
77,11:28:00,11:31:00,걸포북변,사우
77,11:31:00,11:33:00,사우,풍무
77,11:33:00,11:38:00,풍무,고촌
77,11:38:00,11:45:00,고촌,김포공항
78,11:18:00,11:21:00,양촌,구래
78,11:21:00,11:24:00,구래,마산
78,11:24:00,11:28:00,마산,장기
78,11:28:00,11:30:00,장기,운양
78,11:30:00,11:34:00,운양,걸포북변
78,11:34:00,11:37:00,걸포북변,사우
78,11:37:00,11:39:00,사우,풍무
78,11:39:00,11:44:00,풍무,고촌
78,11:44:00,11:51:00,고촌,김포공항
79,11:24:00,11:27:00,양촌,구래
79,11:27:00,11:30:00,구래,마산
79,11:30:00,11:34:00,마산,장기
79,11:34:00,11:36:00,장기,운양
79,11:36:00,11:40:00,운양,걸포북변
79,11:40:00,11:43:00,걸포북변,사우
79,11:43:00,11:45:00,사우,풍무
79,11:45:00,11:50:00,풍무,고촌
79,11:50:00,11:57:00,고촌,김포공항
80,11:30:00,11:33:00,양촌,구래
80,11:33:00,11:36:00,구래,마산
80,11:36:00,11:40:00,마산,장기
80,11:40:00,11:42:00,장기,운양
80,11:42:00,11:46:00,운양,걸포북변
80,11:46:00,11:49:00,걸포북변,사우
80,11:49:00,11:51:00,사우,풍무
80,11:51:00,11:56:00,풍무,고촌
80,11:56:00,12:03:00,고촌,김포공항
81,11:36:00,11:39:00,양촌,구래
81,11:39:00,11:42:00,구래,마산
81,11:42:00,11:46:00,마산,장기
81,11:46:00,11:48:00,장기,운양
81,11:48:00,11:52:00,운양,걸포북변
81,11:52:00,11:55:00,걸포북변,사우
81,11:55:00,11:57:00,사우,풍무
81,11:57:00,12:02:00,풍무,고촌
81,12:02:00,12:09:00,고촌,김포공항
82,11:42:00,11:45:00,양촌,구래
82,11:45:00,11:48:00,구래,마산
82,11:48:00,11:52:00,마산,장기
82,11:52:00,11:54:00,장기,운양
82,11:54:00,11:58:00,운양,걸포북변
82,11:58:00,12:01:00,걸포북변,사우
82,12:01:00,12:03:00,사우,풍무
82,12:03:00,12:08:00,풍무,고촌
82,12:08:00,12:15:00,고촌,김포공항
83,11:48:00,11:51:00,양촌,구래
83,11:51:00,11:54:00,구래,마산
83,11:54:00,11:58:00,마산,장기
83,11:58:00,12:00:00,장기,운양
83,12:00:00,12:04:00,운양,걸포북변
83,12:04:00,12:07:00,걸포북변,사우
83,12:07:00,12:09:00,사우,풍무
83,12:09:00,12:14:00,풍무,고촌
83,12:14:00,12:21:00,고촌,김포공항
84,11:54:00,11:57:00,양촌,구래
84,11:57:00,12:00:00,구래,마산
84,12:00:00,12:04:00,마산,장기
84,12:04:00,12:06:00,장기,운양
84,12:06:00,12:10:00,운양,걸포북변
84,12:10:00,12:13:00,걸포북변,사우
84,12:13:00,12:15:00,사우,풍무
84,12:15:00,12:20:00,풍무,고촌
84,12:20:00,12:27:00,고촌,김포공항
85,12:00:00,12:03:00,양촌,구래
85,12:03:00,12:06:00,구래,마산
85,12:06:00,12:10:00,마산,장기
85,12:10:00,12:12:00,장기,운양
85,12:12:00,12:16:00,운양,걸포북변
85,12:16:00,12:19:00,걸포북변,사우
85,12:19:00,12:21:00,사우,풍무
85,12:21:00,12:26:00,풍무,고촌
85,12:26:00,12:33:00,고촌,김포공항
86,12:06:00,12:09:00,양촌,구래
86,12:09:00,12:12:00,구래,마산
86,12:12:00,12:16:00,마산,장기
86,12:16:00,12:18:00,장기,운양
86,12:18:00,12:22:00,운양,걸포북변
86,12:22:00,12:25:00,걸포북변,사우
86,12:25:00,12:27:00,사우,풍무
86,12:27:00,12:32:00,풍무,고촌
86,12:32:00,12:39:00,고촌,김포공항
87,12:12:00,12:15:00,양촌,구래
87,12:15:00,12:18:00,구래,마산
87,12:18:00,12:22:00,마산,장기
87,12:22:00,12:24:00,장기,운양
87,12:24:00,12:28:00,운양,걸포북변
87,12:28:00,12:31:00,걸포북변,사우
87,12:31:00,12:33:00,사우,풍무
87,12:33:00,12:38:00,풍무,고촌
87,12:38:00,12:45:00,고촌,김포공항
88,12:18:00,12:21:00,양촌,구래
88,12:21:00,12:24:00,구래,마산
88,12:24:00,12:28:00,마산,장기
88,12:28:00,12:30:00,장기,운양
88,12:30:00,12:34:00,운양,걸포북변
88,12:34:00,12:37:00,걸포북변,사우
88,12:37:00,12:39:00,사우,풍무
88,12:39:00,12:44:00,풍무,고촌
88,12:44:00,12:51:00,고촌,김포공항
89,12:24:00,12:27:00,양촌,구래
89,12:27:00,12:30:00,구래,마산
89,12:30:00,12:34:00,마산,장기
89,12:34:00,12:36:00,장기,운양
89,12:36:00,12:40:00,운양,걸포북변
89,12:40:00,12:43:00,걸포북변,사우
89,12:43:00,12:45:00,사우,풍무
89,12:45:00,12:50:00,풍무,고촌
89,12:50:00,12:57:00,고촌,김포공항
90,12:30:00,12:33:00,양촌,구래
90,12:33:00,12:36:00,구래,마산
90,12:36:00,12:40:00,마산,장기
90,12:40:00,12:42:00,장기,운양
90,12:42:00,12:46:00,운양,걸포북변
90,12:46:00,12:49:00,걸포북변,사우
90,12:49:00,12:51:00,사우,풍무
90,12:51:00,12:56:00,풍무,고촌
90,12:56:00,13:03:00,고촌,김포공항
91,12:36:00,12:39:00,양촌,구래
91,12:39:00,12:42:00,구래,마산
91,12:42:00,12:46:00,마산,장기
91,12:46:00,12:48:00,장기,운양
91,12:48:00,12:52:00,운양,걸포북변
91,12:52:00,12:55:00,걸포북변,사우
91,12:55:00,12:57:00,사우,풍무
91,12:57:00,13:02:00,풍무,고촌
91,13:02:00,13:09:00,고촌,김포공항
92,12:42:00,12:45:00,양촌,구래
92,12:45:00,12:48:00,구래,마산
92,12:48:00,12:52:00,마산,장기
92,12:52:00,12:54:00,장기,운양
92,12:54:00,12:58:00,운양,걸포북변
92,12:58:00,13:01:00,걸포북변,사우
92,13:01:00,13:03:00,사우,풍무
92,13:03:00,13:08:00,풍무,고촌
92,13:08:00,13:15:00,고촌,김포공항
93,12:48:00,12:51:00,양촌,구래
93,12:51:00,12:54:00,구래,마산
93,12:54:00,12:58:00,마산,장기
93,12:58:00,13:00:00,장기,운양
93,13:00:00,13:04:00,운양,걸포북변
93,13:04:00,13:07:00,걸포북변,사우
93,13:07:00,13:09:00,사우,풍무
93,13:09:00,13:14:00,풍무,고촌
93,13:14:00,13:21:00,고촌,김포공항
94,12:54:00,12:57:00,양촌,구래
94,12:57:00,13:00:00,구래,마산
94,13:00:00,13:04:00,마산,장기
94,13:04:00,13:06:00,장기,운양
94,13:06:00,13:10:00,운양,걸포북변
94,13:10:00,13:13:00,걸포북변,사우
94,13:13:00,13:15:00,사우,풍무
94,13:15:00,13:20:00,풍무,고촌
94,13:20:00,13:27:00,고촌,김포공항
95,13:00:00,13:03:00,양촌,구래
95,13:03:00,13:06:00,구래,마산
95,13:06:00,13:10:00,마산,장기
95,13:10:00,13:12:00,장기,운양
95,13:12:00,13:16:00,운양,걸포북변
95,13:16:00,13:19:00,걸포북변,사우
95,13:19:00,13:21:00,사우,풍무
95,13:21:00,13:26:00,풍무,고촌
95,13:26:00,13:33:00,고촌,김포공항
96,13:06:00,13:09:00,양촌,구래
96,13:09:00,13:12:00,구래,마산
96,13:12:00,13:16:00,마산,장기
96,13:16:00,13:18:00,장기,운양
96,13:18:00,13:22:00,운양,걸포북변
96,13:22:00,13:25:00,걸포북변,사우
96,13:25:00,13:27:00,사우,풍무
96,13:27:00,13:32:00,풍무,고촌
96,13:32:00,13:39:00,고촌,김포공항
97,13:12:00,13:15:00,양촌,구래
97,13:15:00,13:18:00,구래,마산
97,13:18:00,13:22:00,마산,장기
97,13:22:00,13:24:00,장기,운양
97,13:24:00,13:28:00,운양,걸포북변
97,13:28:00,13:31:00,걸포북변,사우
97,13:31:00,13:33:00,사우,풍무
97,13:33:00,13:38:00,풍무,고촌
97,13:38:00,13:45:00,고촌,김포공항
98,13:18:00,13:21:00,양촌,구래
98,13:21:00,13:24:00,구래,마산
98,13:24:00,13:28:00,마산,장기
98,13:28:00,13:30:00,장기,운양
98,13:30:00,13:34:00,운양,걸포북변
98,13:34:00,13:37:00,걸포북변,사우
98,13:37:00,13:39:00,사우,풍무
98,13:39:00,13:44:00,풍무,고촌
98,13:44:00,13:51:00,고촌,김포공항
99,13:24:00,13:27:00,양촌,구래
99,13:27:00,13:30:00,구래,마산
99,13:30:00,13:34:00,마산,장기
99,13:34:00,13:36:00,장기,운양
99,13:36:00,13:40:00,운양,걸포북변
99,13:40:00,13:43:00,걸포북변,사우
99,13:43:00,13:45:00,사우,풍무
99,13:45:00,13:50:00,풍무,고촌
99,13:50:00,13:57:00,고촌,김포공항
100,13:30:00,13:33:00,양촌,구래
100,13:33:00,13:36:00,구래,마산
100,13:36:00,13:40:00,마산,장기
100,13:40:00,13:42:00,장기,운양
100,13:42:00,13:46:00,운양,걸포북변
100,13:46:00,13:49:00,걸포북변,사우
100,13:49:00,13:51:00,사우,풍무
100,13:51:00,13:56:00,풍무,고촌
100,13:56:00,14:03:00,고촌,김포공항
101,13:36:00,13:39:00,양촌,구래
101,13:39:00,13:42:00,구래,마산
101,13:42:00,13:46:00,마산,장기
101,13:46:00,13:48:00,장기,운양
101,13:48:00,13:52:00,운양,걸포북변
101,13:52:00,13:55:00,걸포북변,사우
101,13:55:00,13:57:00,사우,풍무
101,13:57:00,14:02:00,풍무,고촌
101,14:02:00,14:09:00,고촌,김포공항
102,13:42:00,13:45:00,양촌,구래
102,13:45:00,13:48:00,구래,마산
102,13:48:00,13:52:00,마산,장기
102,13:52:00,13:54:00,장기,운양
102,13:54:00,13:58:00,운양,걸포북변
102,13:58:00,14:01:00,걸포북변,사우
102,14:01:00,14:03:00,사우,풍무
102,14:03:00,14:08:00,풍무,고촌
102,14:08:00,14:15:00,고촌,김포공항
103,13:48:00,13:51:00,양촌,구래
103,13:51:00,13:54:00,구래,마산
103,13:54:00,13:58:00,마산,장기
103,13:58:00,14:00:00,장기,운양
103,14:00:00,14:04:00,운양,걸포북변
103,14:04:00,14:07:00,걸포북변,사우
103,14:07:00,14:09:00,사우,풍무
103,14:09:00,14:14:00,풍무,고촌
103,14:14:00,14:21:00,고촌,김포공항
104,13:54:00,13:57:00,양촌,구래
104,13:57:00,14:00:00,구래,마산
104,14:00:00,14:04:00,마산,장기
104,14:04:00,14:06:00,장기,운양
104,14:06:00,14:10:00,운양,걸포북변
104,14:10:00,14:13:00,걸포북변,사우
104,14:13:00,14:15:00,사우,풍무
104,14:15:00,14:20:00,풍무,고촌
104,14:20:00,14:27:00,고촌,김포공항
105,14:00:00,14:03:00,양촌,구래
105,14:03:00,14:06:00,구래,마산
105,14:06:00,14:10:00,마산,장기
105,14:10:00,14:12:00,장기,운양
105,14:12:00,14:16:00,운양,걸포북변
105,14:16:00,14:19:00,걸포북변,사우
105,14:19:00,14:21:00,사우,풍무
105,14:21:00,14:26:00,풍무,고촌
105,14:26:00,14:33:00,고촌,김포공항
106,14:06:00,14:09:00,양촌,구래
106,14:09:00,14:12:00,구래,마산
106,14:12:00,14:16:00,마산,장기
106,14:16:00,14:18:00,장기,운양
106,14:18:00,14:22:00,운양,걸포북변
106,14:22:00,14:25:00,걸포북변,사우
106,14:25:00,14:27:00,사우,풍무
106,14:27:00,14:32:00,풍무,고촌
106,14:32:00,14:39:00,고촌,김포공항
107,14:12:00,14:15:00,양촌,구래
107,14:15:00,14:18:00,구래,마산
107,14:18:00,14:22:00,마산,장기
107,14:22:00,14:24:00,장기,운양
107,14:24:00,14:28:00,운양,걸포북변
107,14:28:00,14:31:00,걸포북변,사우
107,14:31:00,14:33:00,사우,풍무
107,14:33:00,14:38:00,풍무,고촌
107,14:38:00,14:45:00,고촌,김포공항
108,14:18:00,14:21:00,양촌,구래
108,14:21:00,14:24:00,구래,마산
108,14:24:00,14:28:00,마산,장기
108,14:28:00,14:30:00,장기,운양
108,14:30:00,14:34:00,운양,걸포북변
108,14:34:00,14:37:00,걸포북변,사우
108,14:37:00,14:39:00,사우,풍무
108,14:39:00,14:44:00,풍무,고촌
108,14:44:00,14:51:00,고촌,김포공항
109,14:24:00,14:27:00,양촌,구래
109,14:27:00,14:30:00,구래,마산
109,14:30:00,14:34:00,마산,장기
109,14:34:00,14:36:00,장기,운양
109,14:36:00,14:40:00,운양,걸포북변
109,14:40:00,14:43:00,걸포북변,사우
109,14:43:00,14:45:00,사우,풍무
109,14:45:00,14:50:00,풍무,고촌
109,14:50:00,14:57:00,고촌,김포공항
110,14:30:00,14:33:00,양촌,구래
110,14:33:00,14:36:00,구래,마산
110,14:36:00,14:40:00,마산,장기
110,14:40:00,14:42:00,장기,운양
110,14:42:00,14:46:00,운양,걸포북변
110,14:46:00,14:49:00,걸포북변,사우
110,14:49:00,14:51:00,사우,풍무
110,14:51:00,14:56:00,풍무,고촌
110,14:56:00,15:03:00,고촌,김포공항
111,14:36:00,14:39:00,양촌,구래
111,14:39:00,14:42:00,구래,마산
111,14:42:00,14:46:00,마산,장기
111,14:46:00,14:48:00,장기,운양
111,14:48:00,14:52:00,운양,걸포북변
111,14:52:00,14:55:00,걸포북변,사우
111,14:55:00,14:57:00,사우,풍무
111,14:57:00,15:02:00,풍무,고촌
111,15:02:00,15:09:00,고촌,김포공항
112,14:42:00,14:45:00,양촌,구래
112,14:45:00,14:48:00,구래,마산
112,14:48:00,14:52:00,마산,장기
112,14:52:00,14:54:00,장기,운양
112,14:54:00,14:58:00,운양,걸포북변
112,14:58:00,15:01:00,걸포북변,사우
112,15:01:00,15:03:00,사우,풍무
112,15:03:00,15:08:00,풍무,고촌
112,15:08:00,15:15:00,고촌,김포공항
113,14:48:00,14:51:00,양촌,구래
113,14:51:00,14:54:00,구래,마산
113,14:54:00,14:58:00,마산,장기
113,14:58:00,15:00:00,장기,운양
113,15:00:00,15:04:00,운양,걸포북변
113,15:04:00,15:07:00,걸포북변,사우
113,15:07:00,15:09:00,사우,풍무
113,15:09:00,15:14:00,풍무,고촌
113,15:14:00,15:21:00,고촌,김포공항
114,14:54:00,14:57:00,양촌,구래
114,14:57:00,15:00:00,구래,마산
114,15:00:00,15:04:00,마산,장기
114,15:04:00,15:06:00,장기,운양
114,15:06:00,15:10:00,운양,걸포북변
114,15:10:00,15:13:00,걸포북변,사우
114,15:13:00,15:15:00,사우,풍무
114,15:15:00,15:20:00,풍무,고촌
114,15:20:00,15:27:00,고촌,김포공항
115,15:00:00,15:03:00,양촌,구래
115,15:03:00,15:06:00,구래,마산
115,15:06:00,15:10:00,마산,장기
115,15:10:00,15:12:00,장기,운양
115,15:12:00,15:16:00,운양,걸포북변
115,15:16:00,15:19:00,걸포북변,사우
115,15:19:00,15:21:00,사우,풍무
115,15:21:00,15:26:00,풍무,고촌
115,15:26:00,15:33:00,고촌,김포공항
116,15:06:00,15:09:00,양촌,구래
116,15:09:00,15:12:00,구래,마산
116,15:12:00,15:16:00,마산,장기
116,15:16:00,15:18:00,장기,운양
116,15:18:00,15:22:00,운양,걸포북변
116,15:22:00,15:25:00,걸포북변,사우
116,15:25:00,15:27:00,사우,풍무
116,15:27:00,15:32:00,풍무,고촌
116,15:32:00,15:39:00,고촌,김포공항
117,15:12:00,15:15:00,양촌,구래
117,15:15:00,15:18:00,구래,마산
117,15:18:00,15:22:00,마산,장기
117,15:22:00,15:24:00,장기,운양
117,15:24:00,15:28:00,운양,걸포북변
117,15:28:00,15:31:00,걸포북변,사우
117,15:31:00,15:33:00,사우,풍무
117,15:33:00,15:38:00,풍무,고촌
117,15:38:00,15:45:00,고촌,김포공항
118,15:18:00,15:21:00,양촌,구래
118,15:21:00,15:24:00,구래,마산
118,15:24:00,15:28:00,마산,장기
118,15:28:00,15:30:00,장기,운양
118,15:30:00,15:34:00,운양,걸포북변
118,15:34:00,15:37:00,걸포북변,사우
118,15:37:00,15:39:00,사우,풍무
118,15:39:00,15:44:00,풍무,고촌
118,15:44:00,15:51:00,고촌,김포공항
119,15:24:00,15:27:00,양촌,구래
119,15:27:00,15:30:00,구래,마산
119,15:30:00,15:34:00,마산,장기
119,15:34:00,15:36:00,장기,운양
119,15:36:00,15:40:00,운양,걸포북변
119,15:40:00,15:43:00,걸포북변,사우
119,15:43:00,15:45:00,사우,풍무
119,15:45:00,15:50:00,풍무,고촌
119,15:50:00,15:57:00,고촌,김포공항
120,15:30:00,15:33:00,양촌,구래
120,15:33:00,15:36:00,구래,마산
120,15:36:00,15:40:00,마산,장기
120,15:40:00,15:42:00,장기,운양
120,15:42:00,15:46:00,운양,걸포북변
120,15:46:00,15:49:00,걸포북변,사우
120,15:49:00,15:51:00,사우,풍무
120,15:51:00,15:56:00,풍무,고촌
120,15:56:00,16:03:00,고촌,김포공항
121,15:36:00,15:39:00,양촌,구래
121,15:39:00,15:42:00,구래,마산
121,15:42:00,15:46:00,마산,장기
121,15:46:00,15:48:00,장기,운양
121,15:48:00,15:52:00,운양,걸포북변
121,15:52:00,15:55:00,걸포북변,사우
121,15:55:00,15:57:00,사우,풍무
121,15:57:00,16:02:00,풍무,고촌
121,16:02:00,16:09:00,고촌,김포공항
122,15:42:00,15:45:00,양촌,구래
122,15:45:00,15:48:00,구래,마산
122,15:48:00,15:52:00,마산,장기
122,15:52:00,15:54:00,장기,운양
122,15:54:00,15:58:00,운양,걸포북변
122,15:58:00,16:01:00,걸포북변,사우
122,16:01:00,16:03:00,사우,풍무
122,16:03:00,16:08:00,풍무,고촌
122,16:08:00,16:15:00,고촌,김포공항
123,15:48:00,15:51:00,양촌,구래
123,15:51:00,15:54:00,구래,마산
123,15:54:00,15:58:00,마산,장기
123,15:58:00,16:00:00,장기,운양
123,16:00:00,16:04:00,운양,걸포북변
123,16:04:00,16:07:00,걸포북변,사우
123,16:07:00,16:09:00,사우,풍무
123,16:09:00,16:14:00,풍무,고촌
123,16:14:00,16:21:00,고촌,김포공항
124,15:54:00,15:57:00,양촌,구래
124,15:57:00,16:00:00,구래,마산
124,16:00:00,16:04:00,마산,장기
124,16:04:00,16:06:00,장기,운양
124,16:06:00,16:10:00,운양,걸포북변
124,16:10:00,16:13:00,걸포북변,사우
124,16:13:00,16:15:00,사우,풍무
124,16:15:00,16:20:00,풍무,고촌
124,16:20:00,16:27:00,고촌,김포공항
125,16:00:00,16:03:00,양촌,구래
125,16:03:00,16:06:00,구래,마산
125,16:06:00,16:10:00,마산,장기
125,16:10:00,16:12:00,장기,운양
125,16:12:00,16:16:00,운양,걸포북변
125,16:16:00,16:19:00,걸포북변,사우
125,16:19:00,16:21:00,사우,풍무
125,16:21:00,16:26:00,풍무,고촌
125,16:26:00,16:33:00,고촌,김포공항
126,16:06:00,16:09:00,양촌,구래
126,16:09:00,16:12:00,구래,마산
126,16:12:00,16:16:00,마산,장기
126,16:16:00,16:18:00,장기,운양
126,16:18:00,16:22:00,운양,걸포북변
126,16:22:00,16:25:00,걸포북변,사우
126,16:25:00,16:27:00,사우,풍무
126,16:27:00,16:32:00,풍무,고촌
